2018-01-01 23:45:03-08:00,anomaly
2018-01-02 00:00:03-08:00,0
2018-01-02 00:15:03-08:00,0
2018-01-02 00:30:03-08:00,0
2018-01-02 00:45:03-08:00,0
2018-01-02 01:00:03-08:00,0
2018-01-02 01:15:03-08:00,0
2018-01-02 01:30:03-08:00,0
2018-01-02 01:45:03-08:00,0
2018-01-02 02:00:03-08:00,0
2018-01-02 02:15:03-08:00,0
2018-01-02 02:30:03-08:00,0
2018-01-02 02:45:03-08:00,0
2018-01-02 03:00:03-08:00,0
2018-01-02 03:15:03-08:00,0
2018-01-02 03:30:03-08:00,0
2018-01-02 03:45:03-08:00,0
2018-01-02 04:00:03-08:00,0
2018-01-02 04:15:03-08:00,0
2018-01-02 04:30:03-08:00,0
2018-01-02 04:45:03-08:00,0
2018-01-02 05:00:03-08:00,0
2018-01-02 05:15:03-08:00,0
2018-01-02 05:30:03-08:00,0
2018-01-02 05:45:03-08:00,0
2018-01-02 06:00:03-08:00,0
2018-01-02 06:15:03-08:00,0
2018-01-02 06:30:03-08:00,0
2018-01-02 06:45:03-08:00,0
2018-01-02 07:00:03-08:00,0
2018-01-02 07:15:03-08:00,0
2018-01-02 07:30:03-08:00,0
2018-01-02 07:45:03-08:00,0
2018-01-02 08:00:03-08:00,0
2018-01-02 08:15:03-08:00,0
2018-01-02 08:30:03-08:00,0
2018-01-02 08:45:03-08:00,0
2018-01-02 09:00:03-08:00,0
2018-01-02 09:15:03-08:00,0
2018-01-02 09:30:03-08:00,0
2018-01-02 09:45:03-08:00,0
2018-01-02 10:00:03-08:00,0
2018-01-02 10:15:03-08:00,0
2018-01-02 10:30:03-08:00,0
2018-01-02 10:45:03-08:00,0
2018-01-02 11:00:03-08:00,0
2018-01-02 11:15:03-08:00,0
2018-01-02 11:30:03-08:00,0
2018-01-02 11:45:03-08:00,0
2018-01-02 12:00:03-08:00,0
2018-01-02 12:15:03-08:00,0
2018-01-02 12:30:03-08:00,0
2018-01-02 12:45:03-08:00,0
2018-01-02 13:00:03-08:00,0
2018-01-02 13:15:03-08:00,0
2018-01-02 13:30:03-08:00,0
2018-01-02 13:45:03-08:00,0
2018-01-02 14:00:03-08:00,0
2018-01-02 14:15:03-08:00,0
2018-01-02 14:30:03-08:00,0
2018-01-02 14:45:03-08:00,0
2018-01-02 15:00:03-08:00,0
2018-01-02 15:15:03-08:00,0
2018-01-02 15:30:03-08:00,0
2018-01-02 15:45:03-08:00,0
2018-01-02 16:00:03-08:00,0
2018-01-02 16:15:03-08:00,0
2018-01-02 16:30:03-08:00,0
2018-01-02 16:45:03-08:00,0
2018-01-02 17:00:03-08:00,0
2018-01-02 17:15:03-08:00,0
2018-01-02 17:30:03-08:00,0
2018-01-02 17:45:03-08:00,0
2018-01-02 18:00:03-08:00,0
2018-01-02 18:15:03-08:00,0
2018-01-02 18:30:03-08:00,0
2018-01-02 18:45:03-08:00,0
